field_1,X,haulid,sppocean,Freq,wtcpue,logwtcpue,latgrid,longrid,region,year,yearsurv,month,stratum,lat,lon,depth,bottemp,surftemp_orig,adjSST,surftemp,elev,tri,GRAVEL,SAND,MUD,habitat,GRAINSIZE,habitatFact,SST.actual,SST.seasonal.mean,SST.min,SST.max,SBT.actual,SBT.seasonal,SBT.min,SBT.max,survey,surveyfact,regionfact,rugosity,ocean,season
"1286","5696",198502-134-1750,centropristis striata_Atl,"5405",0.4,-0.916290731874155,39.025,-72.875,NEFSC_NEUS,"1985","1985","3","1750",39,-72.866667,"118",NA,NA,"6.62263291748926","6.62263291748926",-102.111111111111,3.43402777777778,"4.84111213684082","82.4936065673828","12.6609268188477",shelf_soft,2.21283841133118,soft,10.39611053,10.63400841,7.965307236,24.27778244,9.603185654,10.38129616,8.51368618,13.5622282,NEFSC_NEUSSpring,NEFSC_NEUSSpring,NEFSC_NEUS,1.48930837589659,Atl,Spring
"1287","5699",198502-136-1020,centropristis striata_Atl,"5405",0.3,-1.20397280432594,39.375,-72.675,NEFSC_NEUS,"1985","1985","3","1020",39.383333,-72.683333,"95",NA,NA,"6.62263291748926","6.62263291748926",-101.222222222222,2.60069444444444,"4.84111213684082","82.4936065673828","12.6609268188477",shelf_soft,2.21283841133118,soft,6.401041985,7.438143253,6.401041985,23.98244095,7.309723854,8.450995445,4.73938036,14.3787899,NEFSC_NEUSSpring,NEFSC_NEUSSpring,NEFSC_NEUS,1.28112672809358,Atl,Spring
"1288","5718",198502-194-1020,centropristis striata_Atl,"5405",0.5,-0.693147180559945,39.975,-71.875,NEFSC_NEUS,"1985","1985","3","1020",39.966667,-71.9,"95",NA,NA,"7.72600519443145","7.72600519443145",-96.2777777777778,2.17361111111111,"4.84111213684082","82.4936065673828","12.6609268188477",shelf_soft,2.21283841133118,soft,6.369391441,7.377677917,6.369391441,23.48170853,7.373997211,8.656744003,5.886896133,14.08049774,NEFSC_NEUSSpring,NEFSC_NEUSSpring,NEFSC_NEUS,1.1548700913182,Atl,Spring
"1289","5722",198502-196-1030,centropristis striata_Atl,"5405",2.6,0.955511445027436,39.775,-72.025,NEFSC_NEUS,"1985","1985","3","1030",39.8,-72.05,"120",NA,NA,"6.62263291748926","6.62263291748926",-130.861111111111,2.95833333333333,"4.84111213684082","82.4936065673828","12.6609268188477",shelf_soft,2.21283841133118,soft,6.996250629,7.916409969,6.996250629,23.85491943,7.639349461,8.635920525,7.639349461,14.81602001,NEFSC_NEUSSpring,NEFSC_NEUSSpring,NEFSC_NEUS,1.3758230612526,Atl,Spring
"1290","5727",198502-202-1070,centropristis striata_Atl,"5405",2,0.693147180559945,40.125,-70.775,NEFSC_NEUS,"1985","1985","3","1070",40.15,-70.766667,"134",NA,NA,"5.86908568147532","5.86908568147532",-134,1.33680555555556,"1.06301832199097","25.7176990509033","73.2171325683594",shelf_soft,5.8714714050293,soft,7.894191742,9.493635178,6.290265083,24.41423225,8.049376488,9.893854141,7.621665478,15.19654083,NEFSC_NEUSSpring,NEFSC_NEUSSpring,NEFSC_NEUS,0.848784849508782,Atl,Spring
"1291","5736",198508-017-3360,centropristis striata_Atl,"5405",0,-inf,36.875,-75.975,NEFSC_NEUS,"1985","1985","9","3360",36.85,-75.966667,"10","22.6","23","24.3055820347948","23",-6.3,2.11875,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,26.07107544,25.59973526,5.763082027,26.79310608,22.6507225,22.03366661,6.523060322,22.6507225,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,1.13743228051769,Atl,Fall
"1292","5747",198508-026-1650,centropristis striata_Atl,"5405",0.3,-1.20397280432594,37.725,-75.125,NEFSC_NEUS,"1985","1985","10","1650",37.733333,-75.133333,"29",NA,NA,"19.6180008699033","19.6180008699033",-27.6111111111111,0.940972222222222,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,21.57456207,21.64971161,4.900602818,24.34478188,18.51645088,18.59909821,5.057209969,18.54165077,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,0.663188993019153,Atl,Fall
"1293","5750",198508-027-1650,centropristis striata_Atl,"5405",0.1,-2.30258509299405,37.575,-75.025,NEFSC_NEUS,"1985","1985","10","1650",37.566667,-75.016667,"32","20.6","21.9","19.6180008699033","21.9",-28.1944444444444,1.03819444444444,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,21.28900909,21.53647232,5.315792561,24.00910378,19.79365158,19.95750046,5.41391325,20.7180748,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,0.712064339692151,Atl,Fall
"1294","5751",198508-028-1650,centropristis striata_Atl,"5405",1.3,0.262364264467491,37.025,-75.225,NEFSC_NEUS,"1985","1985","10","1650",37.05,-75.216667,"33",NA,NA,"19.6180008699033","19.6180008699033",-33.6944444444444,0.923611111111111,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,23.34157944,22.93567085,7.241808414,23.92752075,23.31451988,22.89471626,7.248789787,23.85129929,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,0.654204206611338,Atl,Fall
"1295","5754",198508-029-1650,centropristis striata_Atl,"5405",1,0,36.975,-75.275,NEFSC_NEUS,"1985","1985","10","1650",36.983333,-75.283333,"30","20.9","22.9","21.3272007098332","22.9",-30.4166666666667,0.673611111111111,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,24.40579987,23.9292984,6.790847301,25.07133865,23.36899948,23.2879467,6.812633991,24.08970451,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,0.514983633914654,Atl,Fall
"1296","5757",198508-030-3380,centropristis striata_Atl,"5405",1.1,0.0953101798043249,36.825,-75.725,NEFSC_NEUS,"1985","1985","10","3380",36.816667,-75.733333,"21","22.9","22.9","21.3272007098332","22.9",-19.0833333333333,0.628472222222222,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,25.03187561,24.54685593,7.002128601,25.71378517,23.13007545,23.14764023,7.187915325,23.88973808,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,0.487642288310334,Atl,Fall
"1297","5764",198508-035-1620,centropristis striata_Atl,"5405",2.4,0.8754687373539,35.725,-74.925,NEFSC_NEUS,"1985","1985","10","1620",35.733333,-74.933333,"61",NA,NA,"23.4308175344421","23.4308175344421",-61.3055555555556,2.04513888888889,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,25.33804703,24.9499836,13.27580833,25.54570389,18.26622581,17.86673737,13.80636406,19.91729355,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,1.11354651223624,Atl,Fall
"1298","5766",198508-037-1610,centropristis striata_Atl,"5405",0.1,-2.30258509299405,35.525,-75.025,NEFSC_NEUS,"1985","1985","10","1610",35.516667,-75.016667,"39",NA,NA,"23.0012174438689","23.0012174438689",-40.0277777777778,0.479166666666667,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,25.3174057,25.03500366,14.10523605,25.41295242,25.27809334,24.99160385,14.12962246,25.44714165,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,0.391478866133424,Atl,Fall
"1299","5770",198508-039-3440,centropristis striata_Atl,"5405",0,-inf,35.575,-75.225,NEFSC_NEUS,"1985","1985","10","3440",35.583333,-75.216667,"30","24","23.8","23.0012174438689","23.8",-30.9722222222222,0.868055555555555,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,25.3174057,25.03500366,14.10523605,25.41295242,25.27809334,24.99160385,14.12962246,25.44714165,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,0.624898080025838,Atl,Fall
"1300","5773",198508-040-3430,centropristis striata_Atl,"5405",0,-inf,35.625,-75.425,NEFSC_NEUS,"1985","1985","10","3430",35.633333,-75.433333,"18",NA,NA,"23.0012174438689","23.0012174438689",-13.25,1.48263888888889,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,25.63434029,25.33931541,14.62822914,25.74248314,25.51542282,25.24480438,14.67353916,25.58609962,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,0.909322062558062,Atl,Fall
"1301","5779",198508-046-3370,centropristis striata_Atl,"5405",0,-inf,36.525,-75.825,NEFSC_NEUS,"1985","1985","10","3370",36.55,-75.833333,"13",NA,NA,"21.3272007098332","21.3272007098332",-11.9166666666667,1.19791666666667,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,25.33159256,24.50246239,6.702888489,25.9811306,23.17637253,22.89743042,7.58007431,23.38736343,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,0.78750994200823,Atl,Fall
"1302","5793",198508-053-3350,centropristis striata_Atl,"5405",0.2,-1.6094379124341,37.425,-75.425,NEFSC_NEUS,"1985","1985","10","3350",37.416667,-75.416667,"25",NA,NA,"19.6180008699033","19.6180008699033",-22.4166666666667,1.10763888888889,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,23.89352036,23.31935501,5.821807861,25.2449646,20.43568611,21.26960754,5.94088459,21.67188644,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,0.745568310923552,Atl,Fall
"1303","5801",198508-058-3320,centropristis striata_Atl,"5405",0.2,-1.6094379124341,37.975,-75.025,NEFSC_NEUS,"1985","1985","10","3320",37.95,-75.033333,"25",NA,NA,"19.6180008699033","19.6180008699033",-16.6388888888889,1.91666666666667,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,22.88497925,22.35197067,4.310204029,24.47357559,15.69958496,15.88430023,4.575285435,15.69958496,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,1.07044141170141,Atl,Fall
"1304","5816",198508-066-3260,centropristis striata_Atl,"5405",0.5,-0.693147180559945,38.625,-74.825,NEFSC_NEUS,"1985","1985","10","3260",38.633333,-74.816667,"26",NA,NA,"19.0148348785935","19.0148348785935",-25.1666666666667,1.98263888888889,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,24.23025703,22.73504448,3.487475157,24.39310646,7.861923218,10.70133305,4.774685383,13.95151329,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,1.09280844184831,Atl,Fall
"1305","5820",198508-070-3220,centropristis striata_Atl,"5405",0.4,-0.916290731874155,38.875,-74.725,NEFSC_NEUS,"1985","1985","10","3220",38.9,-74.716667,"17",NA,NA,"19.0148348785935","19.0148348785935",-14.9722222222222,1.01736111111111,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,24.30188942,23.11306572,3.47967267,25.31934166,7.569373608,8.955471992,3.993330956,13.30010891,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,0.701790276715965,Atl,Fall
"1306","5829",198508-074-3210,centropristis striata_Atl,"5405",0.3,-1.20397280432594,39.125,-74.675,NEFSC_NEUS,"1985","1985","10","3210",39.133333,-74.666667,"12",NA,NA,"17.8377602417021","17.8377602417021",-8.42857142857143,1.64285714285714,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,24.00686264,22.72721481,3.499074221,25.21612549,7.619116783,7.436299801,3.617589235,11.60579014,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,0.971860583028966,Atl,Fall
"1307","5830",198508-075-3230,centropristis striata_Atl,"5405",1.7,0.53062825106217,39.125,-74.475,NEFSC_NEUS,"1985","1985","10","3230",39.15,-74.5,"19",NA,NA,"17.8377602417021","17.8377602417021",-18.8888888888889,0.965277777777778,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,24.00686264,22.72721481,3.499074221,25.21612549,7.619116783,7.436299801,3.617589235,11.60579014,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,0.675633598067237,Atl,Fall
"1308","5840",198508-095-3200,centropristis striata_Atl,"5405",1,0,39.375,-73.925,NEFSC_NEUS,"1985","1985","10","3200",39.4,-73.95,"25",NA,NA,"18.3819594877047","18.3819594877047",-27.7777777777778,0.611111111111111,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,23.01977158,22.0554142,4.051751137,24.39051056,9.728211403,11.35786724,4.35836792,13.59116268,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,0.476924072090309,Atl,Fall
"1309","5850",198508-102-3150,centropristis striata_Atl,"5405",0.3,-1.20397280432594,39.775,-74.025,NEFSC_NEUS,"1985","1985","10","3150",39.75,-74.033333,"16",NA,NA,"17.8377602417021","17.8377602417021",-15.8888888888889,0.854166666666667,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,23.21629143,22.12914276,2.673404932,24.41409874,8.536832809,8.648840904,3.735287189,13.77079964,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,0.617435358824249,Atl,Fall
"1310","5855",198508-103-3170,centropristis striata_Atl,"5405",0,-inf,39.825,-73.975,NEFSC_NEUS,"1985","1985","10","3170",39.816667,-73.966667,"22",NA,NA,"18.3819594877047","18.3819594877047",-19.3333333333333,0.743055555555555,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,23.2792244,22.32303619,3.121439934,24.8618927,8.586530685,9.535961151,3.759907246,13.45265961,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,0.555639639555783,Atl,Fall
"1311","5857",198508-104-3160,centropristis striata_Atl,"5405",2.5,0.916290731874155,39.875,-73.975,NEFSC_NEUS,"1985","1985","10","3160",39.883333,-74,"19",NA,NA,"18.3819594877047","18.3819594877047",-18.6111111111111,0.614583333333333,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,22.94792938,21.83273125,2.910750866,24.1958046,8.642951965,8.983429909,3.92842865,14.00685787,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,0.47907692545141,Atl,Fall
"1312","5863",198508-106-3140,centropristis striata_Atl,"5405",1.6,0.470003629245736,40.275,-73.875,NEFSC_NEUS,"1985","1985","10","3140",40.266667,-73.866667,"26",NA,NA,"17.285525650897","17.285525650897",-22.0833333333333,0.923611111111111,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,22.82791901,21.50463295,3.551038742,24.04185867,9.772981644,10.17037678,3.515607119,12.14549923,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,0.654204206611338,Atl,Fall
"1313","5868",198508-109-1010,centropristis striata_Atl,"5405",0.7,-0.356674943938732,39.875,-73.475,NEFSC_NEUS,"1985","1985","10","1010",39.85,-73.5,"37","14.5","18.4","18.3819594877047","18.4",-38.7222222222222,1.26041666666667,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,22.98523712,22.1392746,3.576351166,24.81939316,8.195567131,9.205436707,3.864192009,13.53473854,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,0.815549162072623,Atl,Fall
"1314","5878",198508-125-3110,centropristis striata_Atl,"5405",0.4,-0.916290731874155,40.475,-73.625,NEFSC_NEUS,"1985","1985","10","3110",40.45,-73.616667,"22","18","19","17.285525650897","19",-19.5,0.989583333333333,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,22.36375618,21.1312294,3.396139383,23.60124588,9.735425949,10.34938431,3.583424091,12.36413956,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,0.687925236578794,Atl,Fall
"1315","5885",198508-131-3110,centropristis striata_Atl,"5405",0.2,-1.6094379124341,40.525,-73.375,NEFSC_NEUS,"1985","1985","10","3110",40.55,-73.383333,"20",NA,NA,"17.285525650897","17.285525650897",-19.6666666666667,1.26041666666667,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,22.06597137,20.99742126,3.538811445,23.49465561,9.303723335,9.883746147,3.520730257,12.22606564,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,0.815549162072623,Atl,Fall
"1316","5894",198508-136-3070,centropristis striata_Atl,"5405",0.5,-0.693147180559945,40.775,-72.575,NEFSC_NEUS,"1985","1985","10","3070",40.783333,-72.583333,"17",NA,NA,"17.2061078492154","17.2061078492154",-21.1111111111111,2.07986111111111,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,21.37396431,20.45436478,3.039138794,22.62499237,9.733424187,10.0078764,3.077356815,13.04744911,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,1.12488450217363,Atl,Fall
"1317","5900",198508-138-3030,centropristis striata_Atl,"5405",0.4,-0.916290731874155,40.875,-72.325,NEFSC_NEUS,"1985","1985","10","3030",40.866667,-72.35,"18",NA,NA,"17.2061078492154","17.2061078492154",-13.9411764705882,3.11764705882353,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,21.29503632,20.52674675,2.342095375,22.64570045,8.92122364,9.870451927,2.715788364,13.65309143,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,1.41528189799314,Atl,Fall
"1318","5903",198508-139-3050,centropristis striata_Atl,"5405",0,-inf,40.825,-72.275,NEFSC_NEUS,"1985","1985","10","3050",40.833333,-72.266667,"33","16.2","18.7","17.2061078492154","18.7",-31.4722222222222,1.375,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,21.29503632,20.52674675,2.342095375,22.64570045,8.92122364,9.870451927,2.715788364,13.65309143,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,0.864997437486605,Atl,Fall
"1319","5905",198508-140-3040,centropristis striata_Atl,"5405",0,-inf,40.875,-72.175,NEFSC_NEUS,"1985","1985","10","3040",40.9,-72.2,"23",NA,NA,"17.2061078492154","17.2061078492154",-29.6666666666667,1.60416666666667,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,21.5869751,20.82481194,3.463832855,23.26050377,9.088012695,9.528476715,4.233841419,13.4805975,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,0.95711272639441,Atl,Fall
"1320","5908",198508-141-3050,centropristis striata_Atl,"5405",0,-inf,40.925,-72.075,NEFSC_NEUS,"1985","1985","10","3050",40.916667,-72.083333,"30",NA,NA,"17.2061078492154","17.2061078492154",-25.2222222222222,1.41319444444444,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,21.5869751,20.82481194,3.463832855,23.26050377,9.088012695,9.528476715,4.233841419,13.4805975,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,0.880951365428846,Atl,Fall
"1321","5910",198508-142-3020,centropristis striata_Atl,"5405",0,-inf,40.975,-71.875,NEFSC_NEUS,"1985","1985","10","3020",40.966667,-71.9,"27",NA,NA,"17.1553078597136","17.1553078597136",-26.1666666666667,1.46875,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,21.53265762,20.91021538,4.018625259,23.66783333,9.721881866,9.784033775,4.70822525,13.71586418,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,0.903711949667295,Atl,Fall
"1322","5913",198508-143-3020,centropristis striata_Atl,"5405",0,-inf,41.025,-71.825,NEFSC_NEUS,"1985","1985","10","3020",41.033333,-71.85,"22",NA,NA,"15.7007422444008","15.7007422444008",-18.6944444444444,2.53125,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,21.57747078,20.88188362,3.244149685,23.47583008,9.986146927,10.00501823,4.409934044,13.46805191,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,1.26165191591261,Atl,Fall
"1323","5916",198508-144-3010,centropristis striata_Atl,"5405",0.1,-2.30258509299405,41.075,-71.725,NEFSC_NEUS,"1985","1985","10","3010",41.066667,-71.716667,"37",NA,NA,"15.7007422444008","15.7007422444008",-29.1388888888889,5.34375,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,21.37659073,20.83102608,3.259437799,23.61475945,10.38519382,10.35733414,4.116010189,13.77707005,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,1.84747007624206,Atl,Fall
"1324","5919",198508-146-3450,centropristis striata_Atl,"5405",0.3,-1.20397280432594,41.375,-71.275,NEFSC_NEUS,"1985","1985","10","3450",41.4,-71.266667,"29",NA,NA,"15.7007422444008","15.7007422444008",-28.3055555555556,1.09722222222222,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,21.15227127,20.22477913,3.339845181,22.77184486,10.17962265,10.66378212,4.125844955,13.56627274,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,0.740613717798869,Atl,Fall
"1325","5921",198508-147-1050,centropristis striata_Atl,"5405",0.3,-1.20397280432594,41.225,-71.025,NEFSC_NEUS,"1985","1985","10","1050",41.233333,-71.05,"40",NA,NA,"15.7007422444008","15.7007422444008",-35.4722222222222,1.07638888888889,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,20.50836372,20.27418518,3.598885059,23.31583977,12.26048279,11.41489124,3.690531015,13.62288761,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,0.730630273814686,Atl,Fall
"1326","5926",198508-150-1050,centropristis striata_Atl,"5405",0.4,-0.916290731874155,40.775,-71.825,NEFSC_NEUS,"1985","1985","10","1050",40.75,-71.85,"49",NA,NA,"17.1553078597136","17.1553078597136",-49.8888888888889,1.38888888888889,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,21.5735817,20.87502098,4.751067162,23.60564423,8.199188232,8.448871613,4.949351311,13.40081596,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,0.870828357797398,Atl,Fall
"1327","5934",198508-177-1090,centropristis striata_Atl,"5405",0.9,-0.105360515657826,41.075,-70.375,NEFSC_NEUS,"1985","1985","10","1090",41.083333,-70.366667,"39",NA,NA,"15.0227341825369","15.0227341825369",-37.7222222222222,0.5625,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,18.13917923,18.14057159,4.978507519,20.73528481,13.38864803,12.87021828,4.967479706,14.02590847,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,0.44628710262842,Atl,Fall
"1328","5949",198508-374-1250,centropristis striata_Atl,"5405",0.5,-0.693147180559945,41.825,-69.875,NEFSC_NEUS,"1985","1985","11","1250",41.816667,-69.866667,"49",NA,NA,"11.8210987044232","11.8210987044232",-41.4166666666667,4.61805555555556,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,14.83645058,14.35653877,2.312245607,16.1240387,14.80991936,14.32486725,2.313334227,16.06221581,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,1.72598561748249,Atl,Fall
"1329","5952",198508-376-3580,centropristis striata_Atl,"5405",1.4,0.336472236621213,41.775,-70.275,NEFSC_NEUS,"1985","1985","11","3580",41.766667,-70.266667,"14",NA,NA,"11.9227600085615","11.9227600085615",-14.0833333333333,1.73958333333333,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,15.54122257,14.85013771,2.089599609,16.05340004,15.51114655,14.26778507,2.091392994,15.51114655,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,1.00780584070993,Atl,Fall
"1330","5955",198508-377-3590,centropristis striata_Atl,"5405",1.5,0.405465108108164,41.775,-70.325,NEFSC_NEUS,"1985","1985","11","3590",41.783333,-70.35,"25",NA,NA,"11.9227600085615","11.9227600085615",-16.9166666666667,1.59027777777778,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,15.54122257,14.85013771,2.089599609,16.05340004,15.51114655,14.26778507,2.091392994,15.51114655,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,0.951765120067815,Atl,Fall
"1331","5957",198508-378-3600,centropristis striata_Atl,"5405",0.1,-2.30258509299405,41.875,-70.375,NEFSC_NEUS,"1985","1985","11","3600",41.883333,-70.383333,"34",NA,NA,"11.9227600085615","11.9227600085615",-28.9166666666667,1.01041666666667,"3.37467861175537","35.1132049560547","61.4955024719238",subt_soft,5.19102191925049,soft,15.54122257,14.85013771,2.089599609,16.05340004,15.51114655,14.26778507,2.091392994,15.51114655,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,0.698341997437049,Atl,Fall
"1332","5959",198508-379-3600,centropristis striata_Atl,"5405",0.7,-0.356674943938732,41.875,-70.275,NEFSC_NEUS,"1985","1985","11","3600",41.9,-70.283333,"35","10.5",NA,"11.9227600085615","11.9227600085615",-28.3888888888889,0.725694444444444,"1.06301832199097","25.7176990509033","73.2171325683594",subt_soft,5.8714714050293,soft,15.54122257,14.85013771,2.089599609,16.05340004,15.51114655,14.26778507,2.091392994,15.51114655,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,0.545629545960683,Atl,Fall
"1333","5961",198508-381-3610,centropristis striata_Atl,"5405",1.5,0.405465108108164,42.125,-70.125,NEFSC_NEUS,"1985","1985","11","3610",42.116667,-70.15,"47",NA,NA,"10.1418001241366","10.1418001241366",-41.9722222222222,2.53472222222222,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,13.22076702,13.07679558,2.94378686,14.87035275,12.9215374,12.88439655,2.955373526,14.60340118,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,1.26263471697452,Atl,Fall
"1334","5965",198508-389-3650,centropristis striata_Atl,"5405",0.5,-0.693147180559945,42.275,-70.675,NEFSC_NEUS,"1985","1985","11","3650",42.283333,-70.666667,"32",NA,NA,"10.1418001241366","10.1418001241366",-27.8055555555556,3.23263888888889,"43.7956771850586","49.5599479675293","6.66380214691162",subt_soft,-0.57017856836319,soft,15.1913929,14.6847105,1.744568229,16.54146194,15.11390018,13.84552002,1.957722902,15.11390018,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,1.44282564934533,Atl,Fall
"1335","5967",198508-390-3640,centropristis striata_Atl,"5405",0,-inf,42.275,-70.725,NEFSC_NEUS,"1985","1985","11","3640",42.3,-70.75,"28","10.2","10.5","10.1418001241366","10.5",-20.3611111111111,3.80208333333333,"2.73500418663025","54.7698516845703","42.4917144775391",subt_soft,4.20490837097168,soft,13.55012321,13.65170479,2.094570875,15.66744709,12.28808784,11.62714481,2.188777924,12.28808784,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,1.56904985152881,Atl,Fall
"1336","5969",198508-392-1260,centropristis striata_Atl,"5405",0,-inf,42.475,-70.525,NEFSC_NEUS,"1985","1985","11","1260",42.466667,-70.533333,"64",NA,NA,"10.1418001241366","10.1418001241366",-57.9166666666667,2.83680555555556,"3.37467861175537","35.1132049560547","61.4955024719238",subt_soft,5.19102191925049,soft,14.81811142,14.23466587,1.81770134,16.04174423,14.90342331,13.47664261,1.963431478,14.90342331,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,1.34464013381591,Atl,Fall
