field_1,haulid,region,year,yearsurv,month,stratum,lat,lon,depth,bottemp,surftemp_orig,adjSST,surftemp,sppocean,Freq,wtcpue
"1024308",197609-027-3050,NEFSC_NEUSFall,"1976","1976","10","3050",40.85,-72.283333,"27","10.2","17.5","15.7687553231608","17.5",paralichthys dentatus_Atl,"12598","7.5"
"1024310",197609-028-3030,NEFSC_NEUSFall,"1976","1976","10","3030",40.883333,-72.333333,"11","17","17.1","15.7687553231608","17.1",stenotomus chrysops_Atl,"6935","1.2"
"1024314",197609-028-3030,NEFSC_NEUSFall,"1976","1976","10","3030",40.883333,-72.333333,"11","17","17.1","15.7687553231608","17.1",paralichthys dentatus_Atl,"12598","2"
"1024324",197609-029-3040,NEFSC_NEUSFall,"1976","1976","10","3040",40.833333,-72.4,"18","17.4","17.4","15.7687553231608","17.4",stenotomus chrysops_Atl,"6935","1"
"1024325",197609-029-3040,NEFSC_NEUSFall,"1976","1976","10","3040",40.833333,-72.4,"18","17.4","17.4","15.7687553231608","17.4",paralichthys dentatus_Atl,"12598","1.2"
"1024332",197609-030-1050,NEFSC_NEUSFall,"1976","1976","10","1050",40.75,-72.316667,"37","13.3","17.5","15.7687553231608","17.5",stenotomus chrysops_Atl,"6935","5.2"
"1024341",197609-031-1010,NEFSC_NEUSFall,"1976","1976","10","1010",40.65,-72.55,"37","12.5","17.4","15.7687553231608","17.4",stenotomus chrysops_Atl,"6935","5"
"1024349",197609-031-1010,NEFSC_NEUSFall,"1976","1976","10","1010",40.65,-72.55,"37","12.5","17.4","15.7687553231608","17.4",paralichthys dentatus_Atl,"12598","1.8"
"1024354",197609-032-3070,NEFSC_NEUSFall,"1976","1976","10","3070",40.75,-72.633333,"18","16.6","16.6","15.7687553231608","16.6",paralichthys dentatus_Atl,"12598","4.5"
"1024356",197609-032-3070,NEFSC_NEUSFall,"1976","1976","10","3070",40.75,-72.633333,"18","16.6","16.6","15.7687553231608","16.6",centropristis striata_Atl,"5405","0.2"
"1024359",197609-032-3070,NEFSC_NEUSFall,"1976","1976","10","3070",40.75,-72.633333,"18","16.6","16.6","15.7687553231608","16.6",stenotomus chrysops_Atl,"6935","0.2"
"1024375",197609-033-3070,NEFSC_NEUSFall,"1976","1976","10","3070",40.716667,-72.816667,"18","16.1","16.1","15.7687553231608","16.1",paralichthys dentatus_Atl,"12598","14.5"
"1024383",197609-034-3070,NEFSC_NEUSFall,"1976","1976","10","3070",40.65,-73,"17","17.2","17.3","15.7687553231608","17.3",centropristis striata_Atl,"5405","2"
"1024390",197609-034-3070,NEFSC_NEUSFall,"1976","1976","10","3070",40.65,-73,"17","17.2","17.3","15.7687553231608","17.3",paralichthys dentatus_Atl,"12598","7.5"
"1024393",197609-034-3070,NEFSC_NEUSFall,"1976","1976","10","3070",40.65,-73,"17","17.2","17.3","15.7687553231608","17.3",stenotomus chrysops_Atl,"6935","0.2"
"1024400",197609-035-3080,NEFSC_NEUSFall,"1976","1976","10","3080",40.616667,-72.983333,"24","15","17.8","15.7687553231608","17.8",paralichthys dentatus_Atl,"12598","13.5"
"1024404",197609-035-3080,NEFSC_NEUSFall,"1976","1976","10","3080",40.616667,-72.983333,"24","15","17.8","15.7687553231608","17.8",stenotomus chrysops_Atl,"6935","1.8"
"1024409",197609-035-3080,NEFSC_NEUSFall,"1976","1976","10","3080",40.616667,-72.983333,"24","15","17.8","15.7687553231608","17.8",centropristis striata_Atl,"5405","0.3"
"1024421",197609-036-3080,NEFSC_NEUSFall,"1976","1976","10","3080",40.583333,-73.133333,"22","16.5","17.1","15.5198068146108","17.1",stenotomus chrysops_Atl,"6935","0.3"
"1024425",197609-036-3080,NEFSC_NEUSFall,"1976","1976","10","3080",40.583333,-73.133333,"22","16.5","17.1","15.5198068146108","17.1",paralichthys dentatus_Atl,"12598","3.1"
"1024456",197609-038-3100,NEFSC_NEUSFall,"1976","1976","10","3100",40.583333,-73.366667,"13","15.5","16.2","15.5198068146108","16.2",paralichthys dentatus_Atl,"12598","1.3"
"1024457",197609-038-3100,NEFSC_NEUSFall,"1976","1976","10","3100",40.583333,-73.366667,"13","15.5","16.2","15.5198068146108","16.2",stenotomus chrysops_Atl,"6935","2.3"
"1024475",197609-039-3100,NEFSC_NEUSFall,"1976","1976","10","3100",40.533333,-73.533333,"15","15.8","16.5","15.5198068146108","16.5",paralichthys dentatus_Atl,"12598","1.3"
"1024478",197609-039-3100,NEFSC_NEUSFall,"1976","1976","10","3100",40.533333,-73.533333,"15","15.8","16.5","15.5198068146108","16.5",stenotomus chrysops_Atl,"6935","0.5"
"1024484",197609-040-3110,NEFSC_NEUSFall,"1976","1976","10","3110",40.416667,-73.533333,"22","15.8","18.1","15.5198068146108","18.1",centropristis striata_Atl,"5405","0.2"
"1024487",197609-040-3110,NEFSC_NEUSFall,"1976","1976","10","3110",40.416667,-73.533333,"22","15.8","18.1","15.5198068146108","18.1",paralichthys dentatus_Atl,"12598","2.7"
"1024488",197609-040-3110,NEFSC_NEUSFall,"1976","1976","10","3110",40.416667,-73.533333,"22","15.8","18.1","15.5198068146108","18.1",stenotomus chrysops_Atl,"6935","0.3"
"1024493",197609-041-3110,NEFSC_NEUSFall,"1976","1976","10","3110",40.466667,-73.616667,"20","15.2","18.3","15.5198068146108","18.3",centropristis striata_Atl,"5405","0.5"
"1024496",197609-041-3110,NEFSC_NEUSFall,"1976","1976","10","3110",40.466667,-73.616667,"20","15.2","18.3","15.5198068146108","18.3",stenotomus chrysops_Atl,"6935","0.5"
"1024511",197609-042-3130,NEFSC_NEUSFall,"1976","1976","10","3130",40.516667,-73.766667,"18","15.6","17.3","15.5198068146108","17.3",stenotomus chrysops_Atl,"6935","10.8"
"1024516",197609-042-3130,NEFSC_NEUSFall,"1976","1976","10","3130",40.516667,-73.766667,"18","15.6","17.3","15.5198068146108","17.3",paralichthys dentatus_Atl,"12598","14"
"1024524",197609-044-3140,NEFSC_NEUSFall,"1976","1976","10","3140",40.383333,-73.716667,"20","14.2","18","15.5198068146108","18",stenotomus chrysops_Atl,"6935","0"
"1024530",197609-044-3140,NEFSC_NEUSFall,"1976","1976","10","3140",40.383333,-73.716667,"20","14.2","18","15.5198068146108","18",paralichthys dentatus_Atl,"12598","1.3"
"1024533",197609-045-1010,NEFSC_NEUSFall,"1976","1976","10","1010",40.3,-73.8,"39","11.7","18.4","15.5198068146108","18.4",stenotomus chrysops_Atl,"6935","0.3"
"1024537",197609-045-1010,NEFSC_NEUSFall,"1976","1976","10","1010",40.3,-73.8,"39","11.7","18.4","15.5198068146108","18.4",paralichthys dentatus_Atl,"12598","0.5"
"1024542",197609-046-3120,NEFSC_NEUSFall,"1976","1976","10","3120",40.266667,-73.966667,"15","17.9","16.8","15.5198068146108","16.8",paralichthys dentatus_Atl,"12598","7.5"
"1024543",197609-046-3120,NEFSC_NEUSFall,"1976","1976","10","3120",40.266667,-73.966667,"15","17.9","16.8","15.5198068146108","16.8",centropristis striata_Atl,"5405","10"
"1024544",197609-046-3120,NEFSC_NEUSFall,"1976","1976","10","3120",40.266667,-73.966667,"15","17.9","16.8","15.5198068146108","16.8",stenotomus chrysops_Atl,"6935","0.8"
"1024559",197609-047-3130,NEFSC_NEUSFall,"1976","1976","10","3130",40.2,-73.916667,"18","17.9","17.9","15.5198068146108","17.9",stenotomus chrysops_Atl,"6935","0.1"
"1024560",197609-047-3130,NEFSC_NEUSFall,"1976","1976","10","3130",40.2,-73.916667,"18","17.9","17.9","15.5198068146108","17.9",centropristis striata_Atl,"5405","1.7"
"1024566",197609-047-3130,NEFSC_NEUSFall,"1976","1976","10","3130",40.2,-73.916667,"18","17.9","17.9","15.5198068146108","17.9",paralichthys dentatus_Atl,"12598","6.5"
"1024579",197609-048-3160,NEFSC_NEUSFall,"1976","1976","10","3160",40.15,-73.983333,"15","17.3","16.8","15.5198068146108","16.8",centropristis striata_Atl,"5405","1.5"
"1024586",197609-048-3160,NEFSC_NEUSFall,"1976","1976","10","3160",40.15,-73.983333,"15","17.3","16.8","15.5198068146108","16.8",paralichthys dentatus_Atl,"12598","6.7"
"1024594",197609-049-3160,NEFSC_NEUSFall,"1976","1976","10","3160",40.1,-73.983333,"19","17.6","17.6","15.5198068146108","17.6",centropristis striata_Atl,"5405","2.4"
"1024596",197609-049-3160,NEFSC_NEUSFall,"1976","1976","10","3160",40.1,-73.983333,"19","17.6","17.6","15.5198068146108","17.6",stenotomus chrysops_Atl,"6935","0.2"
"1024607",197609-049-3160,NEFSC_NEUSFall,"1976","1976","10","3160",40.1,-73.983333,"19","17.6","17.6","15.5198068146108","17.6",paralichthys dentatus_Atl,"12598","0.2"
"1024614",197609-050-3170,NEFSC_NEUSFall,"1976","1976","10","3170",40.016667,-73.85,"22","17.7","18.1","15.5198068146108","18.1",centropristis striata_Atl,"5405","1.2"
"1024615",197609-050-3170,NEFSC_NEUSFall,"1976","1976","10","3170",40.016667,-73.85,"22","17.7","18.1","15.5198068146108","18.1",paralichthys dentatus_Atl,"12598","7.5"
"1024617",197609-050-3170,NEFSC_NEUSFall,"1976","1976","10","3170",40.016667,-73.85,"22","17.7","18.1","15.5198068146108","18.1",stenotomus chrysops_Atl,"6935","0.5"
"1024627",197609-051-3170,NEFSC_NEUSFall,"1976","1976","10","3170",39.95,-73.883333,"21","17","17.5","16.5502039941448","17.5",stenotomus chrysops_Atl,"6935","0.4"
"1024630",197609-051-3170,NEFSC_NEUSFall,"1976","1976","10","3170",39.95,-73.883333,"21","17","17.5","16.5502039941448","17.5",paralichthys dentatus_Atl,"12598","2.5"
"1024632",197609-051-3170,NEFSC_NEUSFall,"1976","1976","10","3170",39.95,-73.883333,"21","17","17.5","16.5502039941448","17.5",centropristis striata_Atl,"5405","0"
"1024637",197609-052-1010,NEFSC_NEUSFall,"1976","1976","10","1010",40.016667,-73.65,"35","12","18.4","15.5198068146108","18.4",paralichthys dentatus_Atl,"12598","0.4"
"1024643",197609-053-1010,NEFSC_NEUSFall,"1976","1976","10","1010",40.183333,-73.216667,"40","11.4","18","15.5198068146108","18",paralichthys dentatus_Atl,"12598","3"
"1024655",197609-054-1010,NEFSC_NEUSFall,"1976","1976","10","1010",40.183333,-72.9,"48","10.7","17.6","15.7687553231608","17.6",stenotomus chrysops_Atl,"6935","1.6"
"1024660",197609-055-1010,NEFSC_NEUSFall,"1976","1976","10","1010",40.316667,-72.466667,"51","10.6","17","15.7687553231608","17",stenotomus chrysops_Atl,"6935","0.6"
"1024663",197609-055-1010,NEFSC_NEUSFall,"1976","1976","10","1010",40.316667,-72.466667,"51","10.6","17","15.7687553231608","17",paralichthys dentatus_Atl,"12598","0.6"
"1024784",197609-071-1010,NEFSC_NEUSFall,"1976","1976","10","1010",39.766667,-73.083333,"53","10.8","17.1","16.5502039941448","17.1",stenotomus chrysops_Atl,"6935","1.4"
"1024795",197609-072-1010,NEFSC_NEUSFall,"1976","1976","10","1010",39.566667,-73.2,"42","10.9","17.8","16.5502039941448","17.8",stenotomus chrysops_Atl,"6935","0.5"
"1024808",197609-073-1730,NEFSC_NEUSFall,"1976","1976","10","1730",39.5,-73.383333,"33","11","18","16.5502039941448","18",stenotomus chrysops_Atl,"6935","0.5"
"1024815",197609-074-1730,NEFSC_NEUSFall,"1976","1976","10","1730",39.366667,-73.55,"46","11.4","17.7","16.5502039941448","17.7",stenotomus chrysops_Atl,"6935","0.1"
"1024830",197609-075-1730,NEFSC_NEUSFall,"1976","1976","10","1730",39.65,-73.683333,"27","17.5","18","16.5502039941448","18",stenotomus chrysops_Atl,"6935","0.2"
"1024833",197609-075-1730,NEFSC_NEUSFall,"1976","1976","10","1730",39.65,-73.683333,"27","17.5","18","16.5502039941448","18",paralichthys dentatus_Atl,"12598","5.3"
"1024839",197609-076-1730,NEFSC_NEUSFall,"1976","1976","10","1730",39.8,-73.633333,"31","17.1","18.1","16.5502039941448","18.1",stenotomus chrysops_Atl,"6935","0"
"1024843",197609-077-3160,NEFSC_NEUSFall,"1976","1976","10","3160",39.683333,-74.05,"13","17.2","17","16.1698900383177","17",stenotomus chrysops_Atl,"6935","0.3"
"1024853",197609-077-3160,NEFSC_NEUSFall,"1976","1976","10","3160",39.683333,-74.05,"13","17.2","17","16.1698900383177","17",paralichthys dentatus_Atl,"12598","0.6"
"1024858",197609-078-3200,NEFSC_NEUSFall,"1976","1976","10","3200",39.433333,-74.033333,"22","17.7","18.2","16.1698900383177","18.2",stenotomus chrysops_Atl,"6935","0.1"
"1024861",197609-078-3200,NEFSC_NEUSFall,"1976","1976","10","3200",39.433333,-74.033333,"22","17.7","18.2","16.1698900383177","18.2",paralichthys dentatus_Atl,"12598","5.5"
"1024872",197609-079-3180,NEFSC_NEUSFall,"1976","1976","10","3180",39.55,-74.2,"10","16.6","17.5","16.1698900383177","17.5",stenotomus chrysops_Atl,"6935","0.1"
"1024877",197609-080-3200,NEFSC_NEUSFall,"1976","1976","10","3200",39.283333,-74.116667,"26","18","19.1","16.1698900383177","19.1",paralichthys dentatus_Atl,"12598","6.5"
"1024883",197609-080-3200,NEFSC_NEUSFall,"1976","1976","10","3200",39.283333,-74.116667,"26","18","19.1","16.1698900383177","19.1",stenotomus chrysops_Atl,"6935","0.2"
"1024888",197609-081-3190,NEFSC_NEUSFall,"1976","1976","10","3190",39.266667,-74.433333,"13","16.6","16.9","16.1698900383177","16.9",paralichthys dentatus_Atl,"12598","4"
"1024899",197609-081-3190,NEFSC_NEUSFall,"1976","1976","10","3190",39.266667,-74.433333,"13","16.6","16.9","16.1698900383177","16.9",stenotomus chrysops_Atl,"6935","0.2"
"1024909",197609-082-3190,NEFSC_NEUSFall,"1976","1976","10","3190",39.216667,-74.416667,"15","17.3","17.8","16.1698900383177","17.8",paralichthys dentatus_Atl,"12598","1.6"
"1024919",197609-082-3190,NEFSC_NEUSFall,"1976","1976","10","3190",39.216667,-74.416667,"15","17.3","17.8","16.1698900383177","17.8",centropristis striata_Atl,"5405","0.3"
"1024927",197609-082-3190,NEFSC_NEUSFall,"1976","1976","10","3190",39.216667,-74.416667,"15","17.3","17.8","16.1698900383177","17.8",stenotomus chrysops_Atl,"6935","0.5"
"1024930",197609-083-1730,NEFSC_NEUSFall,"1976","1976","10","1730",39.05,-74.183333,"29","17","18.2","16.1698900383177","18.2",stenotomus chrysops_Atl,"6935","0.2"
"1024935",197609-083-1730,NEFSC_NEUSFall,"1976","1976","10","1730",39.05,-74.183333,"29","17","18.2","16.1698900383177","18.2",paralichthys dentatus_Atl,"12598","4"
"1024937",197609-083-1730,NEFSC_NEUSFall,"1976","1976","10","1730",39.05,-74.183333,"29","17","18.2","16.1698900383177","18.2",centropristis striata_Atl,"5405","0"
"1024949",197609-085-1730,NEFSC_NEUSFall,"1976","1976","10","1730",39.283333,-73.766667,"35","17","18","16.5502039941448","18",stenotomus chrysops_Atl,"6935","4"
"1024955",197609-085-1730,NEFSC_NEUSFall,"1976","1976","10","1730",39.283333,-73.766667,"35","17","18","16.5502039941448","18",paralichthys dentatus_Atl,"12598","1.1"
"1025028",197609-096-1690,NEFSC_NEUSFall,"1976","1976","10","1690",38.75,-74.483333,"27","18.8","19","17.4219810843606","19",stenotomus chrysops_Atl,"6935","0"
"1025030",197609-096-1690,NEFSC_NEUSFall,"1976","1976","10","1690",38.75,-74.483333,"27","18.8","19","17.4219810843606","19",paralichthys dentatus_Atl,"12598","4"
"1025039",197609-097-3210,NEFSC_NEUSFall,"1976","1976","10","3210",39,-74.75,"11","17","16.9","16.1698900383177","16.9",paralichthys dentatus_Atl,"12598","4.5"
"1025043",197609-097-3210,NEFSC_NEUSFall,"1976","1976","10","3210",39,-74.75,"11","17","16.9","16.1698900383177","16.9",stenotomus chrysops_Atl,"6935","1"
"1025059",197609-098-3260,NEFSC_NEUSFall,"1976","1976","10","3260",38.683333,-74.766667,"12","18.1","18.8","17.4219810843606","18.8",paralichthys dentatus_Atl,"12598","0.5"
"1025129",197609-108-1690,NEFSC_NEUSFall,"1976","1976","10","1690",38.433333,-74.7,"33","19.5","19.5","17.4219810843606","19.5",stenotomus chrysops_Atl,"6935","0"
"1025135",197609-108-1690,NEFSC_NEUSFall,"1976","1976","10","1690",38.433333,-74.7,"33","19.5","19.5","17.4219810843606","19.5",centropristis striata_Atl,"5405","0.2"
"1025138",197609-109-1690,NEFSC_NEUSFall,"1976","1976","10","1690",38.15,-74.7,"31","19.6","19.6","17.4219810843606","19.6",stenotomus chrysops_Atl,"6935","0"
"1025143",197609-109-1690,NEFSC_NEUSFall,"1976","1976","10","1690",38.15,-74.7,"31","19.6","19.6","17.4219810843606","19.6",paralichthys dentatus_Atl,"12598","1.5"
"1025148",197609-111-1700,NEFSC_NEUSFall,"1976","1976","10","1700",37.75,-74.566667,"57","11","18.3","19.233825182732","18.3",centropristis striata_Atl,"5405","0.1"
"1025154",197609-112-1650,NEFSC_NEUSFall,"1976","1976","10","1650",37.733333,-74.916667,"31","18","19.7","19.233825182732","19.7",stenotomus chrysops_Atl,"6935","3.6"
"1025162",197609-112-1650,NEFSC_NEUSFall,"1976","1976","10","1650",37.733333,-74.916667,"31","18","19.7","19.233825182732","19.7",centropristis striata_Atl,"5405","0"
"1025167",197609-113-1650,NEFSC_NEUSFall,"1976","1976","10","1650",37.5,-75.033333,"27","19.2","19.7","18.2135326332623","19.7",stenotomus chrysops_Atl,"6935","1.8"
"1025169",197609-113-1650,NEFSC_NEUSFall,"1976","1976","10","1650",37.5,-75.033333,"27","19.2","19.7","18.2135326332623","19.7",centropristis striata_Atl,"5405","0.3"
"1025183",197609-114-1660,NEFSC_NEUSFall,"1976","1976","10","1660",37.366667,-74.7,"60","12.4","18.7","19.233825182732","18.7",centropristis striata_Atl,"5405","1.2"
"1025186",197609-114-1660,NEFSC_NEUSFall,"1976","1976","10","1660",37.366667,-74.7,"60","12.4","18.7","19.233825182732","18.7",stenotomus chrysops_Atl,"6935","0"
"1025203",197609-116-1670,NEFSC_NEUSFall,"1976","1976","10","1670",37.1,-74.583333,"108","12.2","18.8","19.233825182732","18.8",centropristis striata_Atl,"5405","0.8"
"1025219",197609-118-1650,NEFSC_NEUSFall,"1976","1976","10","1650",37.166667,-74.85,"52","13","17.2","19.233825182732","17.2",centropristis striata_Atl,"5405","0.5"
"1025223",197609-119-1650,NEFSC_NEUSFall,"1976","1976","10","1650",36.95,-74.85,"55","12.6","19.2","21.1409002068237","19.2",centropristis striata_Atl,"5405","0.1"
"1025240",197609-121-1670,NEFSC_NEUSFall,"1976","1976","10","1670",36.733333,-74.683333,"104","13.2","18.3","21.1409002068237","18.3",centropristis striata_Atl,"5405","15"
"1025252",197609-122-1660,NEFSC_NEUSFall,"1976","1976","10","1660",36.65,-74.783333,"68","14.4","19.4","21.1409002068237","19.4",centropristis striata_Atl,"5405","2.5"
"1025263",197609-123-1650,NEFSC_NEUSFall,"1976","1976","10","1650",36.6,-74.95,"31","16.4","19.9","21.1409002068237","19.9",stenotomus chrysops_Atl,"6935","10.2"
"1025264",197609-123-1650,NEFSC_NEUSFall,"1976","1976","10","1650",36.6,-74.95,"31","16.4","19.9","21.1409002068237","19.9",centropristis striata_Atl,"5405","0.8"
"1025267",197609-123-1650,NEFSC_NEUSFall,"1976","1976","10","1650",36.6,-74.95,"31","16.4","19.9","21.1409002068237","19.9",paralichthys dentatus_Atl,"12598","0.3"
"1025274",197609-124-1650,NEFSC_NEUSFall,"1976","1976","10","1650",36.8,-75.1,"27","20.4","20.4","20.1328569149889","20.4",centropristis striata_Atl,"5405","1.7"
"1025277",197609-124-1650,NEFSC_NEUSFall,"1976","1976","10","1650",36.8,-75.1,"27","20.4","20.4","20.1328569149889","20.4",stenotomus chrysops_Atl,"6935","43"
"1025286",197609-124-1650,NEFSC_NEUSFall,"1976","1976","10","1650",36.8,-75.1,"27","20.4","20.4","20.1328569149889","20.4",paralichthys dentatus_Atl,"12598","1.9"
"1025295",197609-125-1650,NEFSC_NEUSFall,"1976","1976","10","1650",36.916667,-75.366667,"26","20.3","20.3","20.1328569149889","20.3",paralichthys dentatus_Atl,"12598","1.5"
"1025296",197609-125-1650,NEFSC_NEUSFall,"1976","1976","10","1650",36.916667,-75.366667,"26","20.3","20.3","20.1328569149889","20.3",centropristis striata_Atl,"5405","0.3"
"1025300",197609-125-1650,NEFSC_NEUSFall,"1976","1976","10","1650",36.916667,-75.366667,"26","20.3","20.3","20.1328569149889","20.3",stenotomus chrysops_Atl,"6935","68"
"1025307",197609-126-1650,NEFSC_NEUSFall,"1976","1976","10","1650",36.65,-75.233333,"24","20.4","20.4","20.1328569149889","20.4",stenotomus chrysops_Atl,"6935","51"
"1025310",197609-126-1650,NEFSC_NEUSFall,"1976","1976","10","1650",36.65,-75.233333,"24","20.4","20.4","20.1328569149889","20.4",paralichthys dentatus_Atl,"12598","1"
"1025314",197609-127-1650,NEFSC_NEUSFall,"1976","1976","10","1650",36.566667,-75.416667,"30","20.6","20.6","20.1328569149889","20.6",stenotomus chrysops_Atl,"6935","27.8"
"1025316",197609-127-1650,NEFSC_NEUSFall,"1976","1976","10","1650",36.566667,-75.416667,"30","20.6","20.6","20.1328569149889","20.6",centropristis striata_Atl,"5405","1.5"
"1025318",197609-127-1650,NEFSC_NEUSFall,"1976","1976","10","1650",36.566667,-75.416667,"30","20.6","20.6","20.1328569149889","20.6",paralichthys dentatus_Atl,"12598","0.6"
"1025359",197609-133-1610,NEFSC_NEUSFall,"1976","1976","10","1610",35.833333,-74.983333,"51","14","24.6","22.9564185568416","24.6",paralichthys dentatus_Atl,"12598","0.4"
"1025370",197609-134-1610,NEFSC_NEUSFall,"1976","1976","10","1610",35.65,-75.1,"37","22.8","21","22.2723454391484","21",stenotomus chrysops_Atl,"6935","24"
"1025372",197609-134-1610,NEFSC_NEUSFall,"1976","1976","10","1610",35.65,-75.1,"37","22.8","21","22.2723454391484","21",paralichthys dentatus_Atl,"12598","0.3"
"1025374",197609-134-1610,NEFSC_NEUSFall,"1976","1976","10","1610",35.65,-75.1,"37","22.8","21","22.2723454391484","21",centropristis striata_Atl,"5405","0.2"
"1025434",197609-139-3440,NEFSC_NEUSFall,"1976","1976","10","3440",35.583333,-75.233333,"31","21.5","21.3","22.2723454391484","21.3",centropristis striata_Atl,"5405","0.2"
"1025436",197609-139-3440,NEFSC_NEUSFall,"1976","1976","10","3440",35.583333,-75.233333,"31","21.5","21.3","22.2723454391484","21.3",stenotomus chrysops_Atl,"6935","13"
"1025442",197609-140-3430,NEFSC_NEUSFall,"1976","1976","10","3430",35.616667,-75.366667,"17","20.8","21.1","22.2723454391484","21.1",paralichthys dentatus_Atl,"12598","1"
"1025459",197609-140-3430,NEFSC_NEUSFall,"1976","1976","10","3430",35.616667,-75.366667,"17","20.8","21.1","22.2723454391484","21.1",centropristis striata_Atl,"5405","0.6"
"1025461",197609-140-3430,NEFSC_NEUSFall,"1976","1976","10","3430",35.616667,-75.366667,"17","20.8","21.1","22.2723454391484","21.1",stenotomus chrysops_Atl,"6935","94"
"1025477",197609-141-3420,NEFSC_NEUSFall,"1976","1976","10","3420",35.683333,-75.45,"15",NA,NA,"22.2723454391484","22.2723454391484",paralichthys dentatus_Atl,"12598","3.1"
"1025479",197609-141-3420,NEFSC_NEUSFall,"1976","1976","10","3420",35.683333,-75.45,"15",NA,NA,"22.2723454391484","22.2723454391484",centropristis striata_Atl,"5405","0.1"
"1025493",197609-141-3420,NEFSC_NEUSFall,"1976","1976","10","3420",35.683333,-75.45,"15",NA,NA,"22.2723454391484","22.2723454391484",stenotomus chrysops_Atl,"6935","5"
"1025526",197609-142-3400,NEFSC_NEUSFall,"1976","1976","10","3400",35.983333,-75.583333,"20","19.9","19.4","22.2723454391484","19.4",stenotomus chrysops_Atl,"6935","131.4"
"1025527",197609-142-3400,NEFSC_NEUSFall,"1976","1976","10","3400",35.983333,-75.583333,"20","19.9","19.4","22.2723454391484","19.4",paralichthys dentatus_Atl,"12598","3"
"1025537",197609-143-3390,NEFSC_NEUSFall,"1976","1976","10","3390",36.133333,-75.7,"12","20.5","19.6","20.1328569149889","19.6",centropristis striata_Atl,"5405","0"
"1025539",197609-143-3390,NEFSC_NEUSFall,"1976","1976","10","3390",36.133333,-75.7,"12","20.5","19.6","20.1328569149889","19.6",paralichthys dentatus_Atl,"12598","1.8"
"1025568",197609-144-1610,NEFSC_NEUSFall,"1976","1976","10","1610",36.2,-75.35,"29","20.7","20.9","20.1328569149889","20.9",paralichthys dentatus_Atl,"12598","0.1"
"1025570",197609-144-1610,NEFSC_NEUSFall,"1976","1976","10","1610",36.2,-75.35,"29","20.7","20.9","20.1328569149889","20.9",centropristis striata_Atl,"5405","0.1"
"1025572",197609-144-1610,NEFSC_NEUSFall,"1976","1976","10","1610",36.2,-75.35,"29","20.7","20.9","20.1328569149889","20.9",stenotomus chrysops_Atl,"6935","318"
"1025578",197609-145-3410,NEFSC_NEUSFall,"1976","1976","10","3410",36.283333,-75.55,"20","20.8","20.8","20.1328569149889","20.8",centropristis striata_Atl,"5405","0.2"
"1025581",197609-145-3410,NEFSC_NEUSFall,"1976","1976","10","3410",36.283333,-75.55,"20","20.8","20.8","20.1328569149889","20.8",stenotomus chrysops_Atl,"6935","17.5"
"1025598",197609-146-3400,NEFSC_NEUSFall,"1976","1976","10","3400",36.3,-75.75,"15","20.9","20.2","20.1328569149889","20.2",stenotomus chrysops_Atl,"6935","75.5"
"1025607",197609-146-3400,NEFSC_NEUSFall,"1976","1976","10","3400",36.3,-75.75,"15","20.9","20.2","20.1328569149889","20.2",paralichthys dentatus_Atl,"12598","0.2"
"1025608",197609-146-3400,NEFSC_NEUSFall,"1976","1976","10","3400",36.3,-75.75,"15","20.9","20.2","20.1328569149889","20.2",centropristis striata_Atl,"5405","0.6"
"1025622",197609-147-3410,NEFSC_NEUSFall,"1976","1976","10","3410",36.4,-75.683333,"17","20.9","19.9","20.1328569149889","19.9",paralichthys dentatus_Atl,"12598","0.4"
"1025623",197609-147-3410,NEFSC_NEUSFall,"1976","1976","10","3410",36.4,-75.683333,"17","20.9","19.9","20.1328569149889","19.9",stenotomus chrysops_Atl,"6935","46"
"1025624",197609-147-3410,NEFSC_NEUSFall,"1976","1976","10","3410",36.4,-75.683333,"17","20.9","19.9","20.1328569149889","19.9",centropristis striata_Atl,"5405","0.5"
"1025632",197609-148-1610,NEFSC_NEUSFall,"1976","1976","10","1610",36.483333,-75.483333,"26","20.4","20.5","20.1328569149889","20.5",stenotomus chrysops_Atl,"6935","41"
"1025637",197609-148-1610,NEFSC_NEUSFall,"1976","1976","10","1610",36.483333,-75.483333,"26","20.4","20.5","20.1328569149889","20.5",centropristis striata_Atl,"5405","0.1"
"1025652",197609-149-3380,NEFSC_NEUSFall,"1976","1976","10","3380",36.516667,-75.6,"22","20.5","20.3","20.1328569149889","20.3",paralichthys dentatus_Atl,"12598","3.2"
"1025659",197609-149-3380,NEFSC_NEUSFall,"1976","1976","10","3380",36.516667,-75.6,"22","20.5","20.3","20.1328569149889","20.3",centropristis striata_Atl,"5405","0.5"
"1025660",197609-149-3380,NEFSC_NEUSFall,"1976","1976","10","3380",36.516667,-75.6,"22","20.5","20.3","20.1328569149889","20.3",stenotomus chrysops_Atl,"6935","61.6"
"1025670",197609-150-3360,NEFSC_NEUSFall,"1976","1976","10","3360",36.516667,-75.833333,"9","20.6","20.6","20.1328569149889","20.6",paralichthys dentatus_Atl,"12598","0.1"
"1025679",197609-150-3360,NEFSC_NEUSFall,"1976","1976","10","3360",36.516667,-75.833333,"9","20.6","20.6","20.1328569149889","20.6",stenotomus chrysops_Atl,"6935","2.7"
"1025692",197609-151-3370,NEFSC_NEUSFall,"1976","1976","10","3370",36.8,-75.816667,"15","20.2","19.3","20.1328569149889","19.3",paralichthys dentatus_Atl,"12598","5.9"
